tconst,title,year,name,character
tt2140465,Tanu Weds Manu Returns,2015,Kangana Ranaut,Tanuja 'Tanu' Trivedi / Kusum 'Datto' Kumari
tt2140465,Tanu Weds Manu Returns,2015,Madhavan,Manoj 'Manu' Sharma
tt2140465,Tanu Weds Manu Returns,2015,Jimmy Sheirgill,Raja Awasthi (as Jimmy Shergill)
tt2140465,Tanu Weds Manu Returns,2015,Deepak Dobriyal,Pappi
tt2140465,Tanu Weds Manu Returns,2015,Swara Bhaskar,Payal
tt2140465,Tanu Weds Manu Returns,2015,Eijaz Khan,Jaspreet Singh Jassi
tt2140465,Tanu Weds Manu Returns,2015,Mohammed Zeeshan Ayyub,Chintu
tt2140465,Tanu Weds Manu Returns,2015,Rajendra Gupta,Rajendra Trivedi
tt2140465,Tanu Weds Manu Returns,2015,Navni Parihar,Tanu's Mother
tt2140465,Tanu Weds Manu Returns,2015,K.K. Raina,Manu's father
tt2140465,Tanu Weds Manu Returns,2015,Dipti Misra,Manu's mother
tt2140465,Tanu Weds Manu Returns,2015,Rahul Chahan,Tanu's Uncle
tt2140465,Tanu Weds Manu Returns,2015,Shishir Sharma,Datto's father
tt2140465,Tanu Weds Manu Returns,2015,Gulzar Dastur,Datto's mother
tt2140465,Tanu Weds Manu Returns,2015,Rajesh Sharma,Omprakash 'Omi' Sangwan
tt2140465,Tanu Weds Manu Returns,2015,Raj Awasti,Bus passenger / Tourist
tt2140465,Tanu Weds Manu Returns,2015,Manu Rishi Chadha,Lawyer at court for divorce notice
tt2140465,Tanu Weds Manu Returns,2015,Aakash Dahiya,Deepak
tt2140465,Tanu Weds Manu Returns,2015,Alex Jaep,Bus Passenger
tt2140465,Tanu Weds Manu Returns,2015,Gaurav Mishra,
tt2424988,Gabbar is Back,2015,Akshay Kumar,Aditya (Gabbar)
tt2424988,Gabbar is Back,2015,Kareena Kapoor,Sunaina
tt2424988,Gabbar is Back,2015,Shruti Haasan,Shruti (as Shruti K. Haasan)
tt2424988,Gabbar is Back,2015,Shruti Bapna,Lakshmi
tt2424988,Gabbar is Back,2015,Jaideep Ahlawat,C.B.I. Officer Kuldeep Pahwa
tt2424988,Gabbar is Back,2015,Chitrangda Singh,Rani (doing an Item Number)
tt2424988,Gabbar is Back,2015,Sunil Grover,Constable Sadhuram
tt2424988,Gabbar is Back,2015,Vikas Shrivastav,Inspector Vikas
tt2424988,Gabbar is Back,2015,Ishita Vyas,Veena
tt2424988,Gabbar is Back,2015,Suman,Digvijay Patil
tt2424988,Gabbar is Back,2015,Jagdish Rajpurohit,Sub Inspector Yadav
tt2424988,Gabbar is Back,2015,Krishna Raaz,Shanti Nagpal
tt2424988,Gabbar is Back,2015,Sanjay Gurbaxani,Gabbar's very first target in corrupt list
tt2424988,Gabbar is Back,2015,Praveena Deshpande,Govind's Mother
tt2424988,Gabbar is Back,2015,Parihar Ruby,
tt2424988,Gabbar is Back,2015,Anandeshwar Dwivedi,News Reader
tt2424988,Gabbar is Back,2015,Uttam Halder,Ward Boy
tt2424988,Gabbar is Back,2015,Jitendra Trehan,Doctor
tt2424988,Gabbar is Back,2015,Sai Ballal,Corrupt Police Officer
tt2424988,Gabbar is Back,2015,Anuradha Chandan,Govind's mother
tt2424988,Gabbar is Back,2015,Anil Kumar,Taxi Driver
tt2424988,Gabbar is Back,2015,Raj Singh Arora,Govind
tt2424988,Gabbar is Back,2015,Rajiv Kachroo,Inspector Vishwas Sawant
tt2424988,Gabbar is Back,2015,Deepjyoti Das,
tt2424988,Gabbar is Back,2015,Anoop Puri,Lawyer- Shruti's boss
tt2424988,Gabbar is Back,2015,Chandra Prakash Thakur,Police
tt2424988,Gabbar is Back,2015,Rajiv Ranjan,Akshay's Friend
tt2424988,Gabbar is Back,2015,Narendra Jetley,Senior Doctor
tt2424988,Gabbar is Back,2015,Ashish Gokhale,Ajay
tt2424988,Gabbar is Back,2015,Anil Rai Mani,Bald Gangster at National College
tt2424988,Gabbar is Back,2015,Robin Chaudhary,Taxi driver
tt2424988,Gabbar is Back,2015,Harmanpreet Kaur,Nurse #1- Patil Hospital
tt2424988,Gabbar is Back,2015,Prateek Srivastava,Hari
tt2976182,Roy,2015,Arjun Rampal,Kabir Grewal
tt2976182,Roy,2015,Jacqueline Fernandez,Ayesha / Tia
tt2976182,Roy,2015,Ranbir Kapoor,Roy
tt2976182,Roy,2015,Barun Chanda,Roy's Boss
tt2976182,Roy,2015,Roxana Astiac,Girl in the Orange Dress cheering her drink
tt2976182,Roy,2015,Asif Basra,Art Dealer
tt2976182,Roy,2015,Cyrus Broacha,Self
tt2976182,Roy,2015,Valentine Cawley,The Auctioneer
tt2976182,Roy,2015,Rajit Kapoor,Wadia
tt2976182,Roy,2015,Mandana Karimi,Anita
tt2976182,Roy,2015,Anupam Kher,Kabir's Dad
tt2976182,Roy,2015,Kaizaad Kotwal,Mr. Irani
tt2976182,Roy,2015,Shernaz Patel,Meera Pandit
tt3148502,Spectacle,2015,Deepika Padukone,Tara Maheshwari
tt3148502,Spectacle,2015,Ranbir Kapoor,Ved Vardhan Sahni
tt3148502,Spectacle,2015,Piyush Mishra,Storyteller
tt3148502,Spectacle,2015,Naila Grewal,Clown & Fangirl
tt3148502,Spectacle,2015,Javed Sheikh,Ved's Father
tt3148502,Spectacle,2015,Arushi Sharma,Sanyukta
tt3148502,Spectacle,2015,Sushma Seth,Ved's grandmother
tt3148502,Spectacle,2015,Ishwak Singh,
tt3148502,Spectacle,2015,Vivek Mushran,Ved's boss
tt3148502,Spectacle,2015,Svetlana Tulasi,Sita (Hindu Goddess)
tt3148502,Spectacle,2015,Teddy Maurya,Servant
tt3148502,Spectacle,2015,Nikhil Bhagat,Tara's Father
tt3148502,Spectacle,2015,Ishtiyak Khan,Rajesh Autowala
tt3148502,Spectacle,2015,Saurabh Pal,Theatre Artist
tt3148502,Spectacle,2015,Yash Sehgal,Younger Ved
tt3148502,Spectacle,2015,Sukhesh Arora,
tt3148502,Spectacle,2015,Kanwalpreet Singh,
tt3148502,Spectacle,2015,Kshitij Sharma,Theatre Artist
tt3148502,Spectacle,2015,Punam Singh,Tea Executive
tt3148502,Spectacle,2015,Aditya Prabhakar Jain,Prithviraj Chouhan (as Aditya Prashakar)
tt3148502,Spectacle,2015,Faraaz Servaia,Tara's Brother
tt3159708,Welcome Back,2015,Anil Kapoor,Sagar 'Majnu' Pandey
tt3159708,Welcome Back,2015,Nana Patekar,Uday Shankar Shetty
tt3159708,Welcome Back,2015,Dimple Kapadia,Poonam / Maharani of nabazgadh
tt3159708,Welcome Back,2015,John Abraham,Ajju Bhai / Ajay
tt3159708,Welcome Back,2015,Shruti Haasan,Ranjana Shetty (as Shruti K. Haasan)
tt3159708,Welcome Back,2015,Shiney Ahuja,Honey
tt3159708,Welcome Back,2015,Paresh Rawal,Dr. Ghunghroo
tt3159708,Welcome Back,2015,Naseeruddin Shah,Wanted Bhai
tt3159708,Welcome Back,2015,Swantatra Bharat,
tt3159708,Welcome Back,2015,Brahmanandam,
tt3159708,Welcome Back,2015,Surveen Chawla,special appearance in song 'Tutti Bole Wedding Di'
tt3159708,Welcome Back,2015,Snehal Dabi,Babita / Chandani
tt3159708,Welcome Back,2015,Reema Debnath,Special appearance in song '20-20'
tt3159708,Welcome Back,2015,Lauren Gottlieb,Special appearance in song '20-20'
tt3159708,Welcome Back,2015,Adi Irani,Uday's lawyer
tt3159708,Welcome Back,2015,Harry Josh,
tt3159708,Welcome Back,2015,Aslam Khan,
tt3159708,Welcome Back,2015,Mushtaq Khan,Balu
tt3159708,Welcome Back,2015,Sakshi Maggo,
tt3159708,Welcome Back,2015,Om Puri,Narrator (voice)
tt3159708,Welcome Back,2015,Amjad Qureshi,
tt3159708,Welcome Back,2015,Ranjeet,Kapoor
tt3159708,Welcome Back,2015,Javed Rizvi,Ajju's dumb and deaf friend (as Javed Rizvi Jarehavi)
tt3159708,Welcome Back,2015,Sambhavna Sheth,
tt3159708,Welcome Back,2015,Neeraj Vora,Basha bhai
tt3159708,Welcome Back,2015,Rajpal Yadav,
tt3398048,Tevar,2015,Arjun Kapoor,Pintoo Shukla
tt3398048,Tevar,2015,Sonakshi Sinha,Radhika Mishra
tt3398048,Tevar,2015,Manoj Bajpayee,Gajendar Singh
tt3398048,Tevar,2015,Deepti Naval,Pintoo's Mother
tt3398048,Tevar,2015,Raj Babbar,S.P Shukla
tt3398048,Tevar,2015,Shruti Haasan,Special Appearance (as Shruti K. Haasan)
tt3398048,Tevar,2015,Bhuvan Arora,Ghonsla
tt3398048,Tevar,2015,Anil Charanjeett,Pintoo's Friend (as Anil Mange)
tt3398048,Tevar,2015,Shaji Chaudhary,Vijendra Singh's Goon
tt3398048,Tevar,2015,Subrat Dutta,Kaakdi
tt3398048,Tevar,2015,Gunjan Malhotra,Pinky
tt3398048,Tevar,2015,Deepaq Sharma,Inspector Dubeyji
tt3398048,Tevar,2015,Rajesh Sharma,Mahender Singh
tt3398048,Tevar,2015,V.K. Sharma,Radhika's Father
tt3398048,Tevar,2015,Rajeev Yadav,P.A. (as Rajiv Yadav)
tt3469244,Phantom,2015,Saif Ali Khan,Daniyal Khan
tt3469244,Phantom,2015,Katrina Kaif,Nawaz Mistry
tt3469244,Phantom,2015,Sabyasachi Chakrabarty,R.A.W. Chief Roy
tt3469244,Phantom,2015,Rajesh Tailang,Raw Agent Alok
tt3469244,Phantom,2015,Hervey Afiune,Otto Bexley
tt3469244,Phantom,2015,Elyas Ahmad,TBA
tt3469244,Phantom,2015,Farah Ahmed,Commuter / Cricket Spectator
tt3469244,Phantom,2015,Brandi Alexander,Court Clerk
tt3469244,Phantom,2015,Mohammed Ali,Cricket Spectator
tt3469244,Phantom,2015,Manoj Anand,Cricket Spectator
tt3469244,Phantom,2015,Jane Clark Anderson,Cricket Spectator
tt3469244,Phantom,2015,Darren Andrichuk,Policeman
tt3469244,Phantom,2015,Claire Ashton,Mother in Danger
tt3469244,Phantom,2015,Nicole Atalla,Little Kid
tt3469244,Phantom,2015,Ravi Aujla,
tt3469244,Phantom,2015,Raj Awasti,Commuter / Cricket Spectator
tt3469244,Phantom,2015,Mohammed Zeeshan Ayyub,Samit mishra
tt3469244,Phantom,2015,Hayley Joanne Bacon,Spectator at Cricket Match
tt3469244,Phantom,2015,Joy Badlani,Sanjay Patil
tt3469244,Phantom,2015,Ella Banks,Commuter
tt3469244,Phantom,2015,Helen Banks,Cricket Spectator
tt3469244,Phantom,2015,Richard Banks,Commuter
tt3469244,Phantom,2015,Maria Barr,Cricket Spectator
tt3469244,Phantom,2015,Laura Bernardeschi,Cricket Spectator
tt3469244,Phantom,2015,Ashwath Bhatt,Feroz
tt3469244,Phantom,2015,Kishore Bhatt,Cricket Spectator
tt3469244,Phantom,2015,Paul Blackwell,Cricket Spectator
tt3469244,Phantom,2015,Sandeep Bose,
tt3469244,Phantom,2015,Steve Brunton,Cricket Spectator
tt3469244,Phantom,2015,Ray Burnet,Cricket Umpire
tt3469244,Phantom,2015,Tatiana Natalia Carpenter,Caffe customer / Cricket spectator (as Tatiana Zarubova)
tt3469244,Phantom,2015,Tindy C. Chaggar,Cricket Spectator
tt3469244,Phantom,2015,Michael Chapman,Passerby
tt3469244,Phantom,2015,Pawan Chopra,ISI Agent
tt3469244,Phantom,2015,Pamela Betsy Cooper,Cricket spectator
tt3469244,Phantom,2015,Eva Crankson,Cricket Spectator
tt3469244,Phantom,2015,Amerjit Deu,Mr. Dilair
tt3469244,Phantom,2015,Revard Dufresne,Prison Guard
tt3469244,Phantom,2015,John Duggan,Cricket Spectator
tt3469244,Phantom,2015,David Fennessy,Cricket spectator
tt3469244,Phantom,2015,Anoop Gautam,Noor Mohammad (Pakistani Commando)
tt3469244,Phantom,2015,Lesley Gill,Commuter
tt3469244,Phantom,2015,Taj Gill,Running Pedestrian at Explosion / Cricket Spectator
tt3469244,Phantom,2015,Claire Greasley,Cricket Spectator
tt3469244,Phantom,2015,Sumit Gulati,Shahzad
tt3469244,Phantom,2015,John W.G. Harley,Cricket Spectator
tt3469244,Phantom,2015,Lee Nicholas Harris,Cricket VIP 1
tt3469244,Phantom,2015,Noni Harrison,Cricket Spectator (as Neeru Harrison)
tt3469244,Phantom,2015,Michael Haydon,Cricket Spectator
tt3469244,Phantom,2015,J. Brandon Hill,David Coleman Headley
tt3469244,Phantom,2015,Sharan Hunjan,Cricket Spectator
tt3469244,Phantom,2015,Sharif Islam,Running Pedestrian at Explosion / Cricket Spectator
tt3469244,Phantom,2015,Alex Jaep,Waiter
tt3469244,Phantom,2015,Kinjal Jain,Asia
tt3469244,Phantom,2015,Marilyn May James,Cricket Spectator
tt3469244,Phantom,2015,Mariola Jaworska,Cricket Spectator
tt3469244,Phantom,2015,Amrita Jazzmyn,Falling Pedestrian at Explosion
tt3469244,Phantom,2015,Devielle Johnson,Prison Guard
tt3469244,Phantom,2015,Abdul Hakim Joy,Cricket Spectator
tt3469244,Phantom,2015,Minouche Kaftel,Cricket Spectator
tt3469244,Phantom,2015,Rajesh Kalhan,Cricket Umpire
tt3469244,Phantom,2015,Aneta Kamysz,Pedestrian
tt3469244,Phantom,2015,Sohaila Kapur,(as Sohaila Kapoor)
tt3469244,Phantom,2015,Shweta Katiyar,Untitled Extra
tt3469244,Phantom,2015,Midhat Khan,Khalid Hussain
tt3469244,Phantom,2015,Pooran Kiri,Javed (ISI Agent)
tt3469244,Phantom,2015,Joelle Koissi,Running Pedestrian at Explosion
tt3469244,Phantom,2015,Kaizaad Kotwal,Pakistani Minister
tt3469244,Phantom,2015,Dimple Kumar,Cricket Spectator
tt3469244,Phantom,2015,Paul Lazenby,Prison Guard
tt3469244,Phantom,2015,Anjali McQueen,London Reporter (as Anjali Kusre)
tt3469244,Phantom,2015,Mahabanoo Mody-Kotwal,Mother
tt3469244,Phantom,2015,Pete Nata,England Cricket Spectator
tt3469244,Phantom,2015,Thomas Newman,Masked man
tt3469244,Phantom,2015,Shaun Newnham,Cricket Spectator
tt3469244,Phantom,2015,Guy Normas,Cricket Spectator
tt3469244,Phantom,2015,Tushar Pandey,Ashraf Ali
tt3469244,Phantom,2015,Sanjev Parma,Running Pedestrian at Exposion
tt3469244,Phantom,2015,Binti Patel,Cricket Spectator
tt3469244,Phantom,2015,Mike Pinfield,Cricket spectator
tt3469244,Phantom,2015,Simi Rai,Running Pedestrian at Explosion / Cricket Spectator
tt3469244,Phantom,2015,Allison Riley,Christy Shaw
tt3469244,Phantom,2015,Ruby Ruffles,Cricket Spectator
tt3469244,Phantom,2015,Anil Sanchania,Cricket Spectator
tt3469244,Phantom,2015,Sanjana G. Sandhu,Guest
tt3469244,Phantom,2015,Mir Sarwar,Sajid Meed
tt3469244,Phantom,2015,Robert Scott,Cricket Spectator
tt3469244,Phantom,2015,Aaron Sequerah,Businessman
tt3469244,Phantom,2015,Amrita Sharma,Cricket spectator
tt3469244,Phantom,2015,Atul Sharma,Cricket Spectator
tt3469244,Phantom,2015,Vinita Sharma,Pedestrian
tt3469244,Phantom,2015,Amanda Smith,Cricket Spectator
tt3469244,Phantom,2015,Denzil Smith,Haider
tt3469244,Phantom,2015,June Smith,Cricket Spectator
tt3469244,Phantom,2015,Neeraj Sood,Shopkeeper
tt3469244,Phantom,2015,Ranu Soor,Cricket Spectator
tt3469244,Phantom,2015,Peter Stanford,Englishman in blazer
tt3469244,Phantom,2015,Carole Symonds,Cricket Spectator
tt3469244,Phantom,2015,Faith Tarby,Cricket Spectator
tt3469244,Phantom,2015,Taylor Tay,Commuter (as Steve Taylor)
tt3469244,Phantom,2015,Jasmine Zicko Taylor,Claire Birling
tt3469244,Phantom,2015,Francesco Tribuzio,Cricket Spectator
tt3469244,Phantom,2015,Chittaranjan Tripathy,Prisoner
tt3469244,Phantom,2015,Miroslav Zaruba,Running Pedestrian at Explosion / Cricket Spectator
tt3469244,Phantom,2015,Tom Dab,Supporting Artist (uncredited)
tt3469244,Phantom,2015,Matthew Hoglie,Prisoner (uncredited)
tt3678782,City of Revenge,2015,Varun Dhawan,Raghav
tt3678782,City of Revenge,2015,Nawazuddin Siddiqui,Liak Tungekar
tt3678782,City of Revenge,2015,Yami Gautam,Misha
tt3678782,City of Revenge,2015,Huma Qureshi,Jhimli
tt3678782,City of Revenge,2015,Neel Tyagi,Robin
tt3678782,City of Revenge,2015,Vinay Pathak,Harman
tt3678782,City of Revenge,2015,Radhika Apte,Kanchan / Koko
tt3678782,City of Revenge,2015,Pratima Kazmi,Liak's Mother (as Pratima Kannan)
tt3678782,City of Revenge,2015,Divya Dutta,Shobha
tt3678782,City of Revenge,2015,Kumud Mishra,Govind Mishra
tt3678782,City of Revenge,2015,Ashwini Kalsekar,Detective R. Joshi
tt3678782,City of Revenge,2015,Murli Sharma,Michael
tt3678782,City of Revenge,2015,Gopal K. Singh,Sub Inspector Khanolkar (as Gopal Singh)
tt3678782,City of Revenge,2015,Zakir Hussain,Patil
tt3678782,City of Revenge,2015,Avishek Lama,Commercial Model
tt3678782,City of Revenge,2015,Amir Malik,Varun's office colleague Romy singh
tt3678782,City of Revenge,2015,Pawan Singh,Pawan
tt3679000,Any Body Can Dance 2,2015,Prabhu Deva,Vishnu (as Prabhudheva)
tt3679000,Any Body Can Dance 2,2015,Varun Dhawan,Suresh
tt3679000,Any Body Can Dance 2,2015,Shraddha Kapoor,Vinnie
tt3679000,Any Body Can Dance 2,2015,Lauren Gottlieb,Olive
tt3679000,Any Body Can Dance 2,2015,Dharmesh Yelande,D
tt3679000,Any Body Can Dance 2,2015,Punit Pathak,Vinod
tt3679000,Any Body Can Dance 2,2015,Raghav Juyal,Crocxz
tt3679000,Any Body Can Dance 2,2015,Tisca Chopra,Swati - Vishnu's ex-wife
tt3679000,Any Body Can Dance 2,2015,Jineet Rath,Manu - Vishnu's Son
tt3679000,Any Body Can Dance 2,2015,Akanksha Nehra,Ashima
tt3679000,Any Body Can Dance 2,2015,Prachi Shah,Suresh's mother
tt3679000,Any Body Can Dance 2,2015,Mohit Abrol,Master of ceremonies
tt3679000,Any Body Can Dance 2,2015,Parthaa Akerkar,Man who ordered pizza (as Parth Akerkar)
tt3679000,Any Body Can Dance 2,2015,Pooja Batra,Puja Kohli
tt3679000,Any Body Can Dance 2,2015,Leah Bayne,Norwegian Dance Team
tt3679000,Any Body Can Dance 2,2015,Ashley Campbell,International Hip Hop Competition Representative
tt3679000,Any Body Can Dance 2,2015,Trina Colon,TSA Agent
tt3679000,Any Body Can Dance 2,2015,Illuminati Dance Crew,Dance Group
tt3679000,Any Body Can Dance 2,2015,Cesar Lazcano,German Gymnast
tt3679000,Any Body Can Dance 2,2015,Naresh MirZa Malik,Pizza Outlet Manager (as Naresh Malik)
tt3679000,Any Body Can Dance 2,2015,Tyler Mizak,
tt3679000,Any Body Can Dance 2,2015,Michelle Perks,Dancer
tt3679000,Any Body Can Dance 2,2015,Sushant Pujari,Vernon
tt3679000,Any Body Can Dance 2,2015,Pavan Rao,Pavan
tt3679000,Any Body Can Dance 2,2015,Will Roberts,Walter White - Organizer
tt3679000,Any Body Can Dance 2,2015,Manmeet Singh,Raghav's Uncle
tt3679000,Any Body Can Dance 2,2015,Onnoleigh Sweetman,
tt3679000,Any Body Can Dance 2,2015,Ana Antimo,Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Brian Blu,Traveler (uncredited)
tt3679000,Any Body Can Dance 2,2015,Tom Bonello,Film Set Worker (uncredited)
tt3679000,Any Body Can Dance 2,2015,Carl Windom Carlito,Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Nicole Chauvet,Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Sandra Daly,Hot Limo Girl (uncredited)
tt3679000,Any Body Can Dance 2,2015,Deepak Dwivedi,Air Force Officer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Jeanie Espinoza,Asian Reporter (uncredited)
tt3679000,Any Body Can Dance 2,2015,Joe Greer,Security Guard (uncredited)
tt3679000,Any Body Can Dance 2,2015,Glenn Heath,TSA Agent (uncredited)
tt3679000,Any Body Can Dance 2,2015,David Hershwitzky,Hip Hop Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Alexandria Lee,Reporter (uncredited)
tt3679000,Any Body Can Dance 2,2015,Tala Marie,News Reporter (uncredited)
tt3679000,Any Body Can Dance 2,2015,Alfonzo McCarther,Immigration officer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Allyson Newell,Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Frances Rose Padunan,Hip Hop Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Efren John Rowan,Filipino Dance Crew (uncredited)
tt3679000,Any Body Can Dance 2,2015,Ken Rowland,Hip Hop Dancer (uncredited)
tt3679000,Any Body Can Dance 2,2015,Jonathan Ruggiero,Cameraman (uncredited)
tt3679000,Any Body Can Dance 2,2015,Leland Smith,Michael the security guard (uncredited)
tt3679000,Any Body Can Dance 2,2015,Eric Velarde,Bus Driver (uncredited)
tt3679000,Any Body Can Dance 2,2015,Christine Vienna,Traveler (uncredited)
tt3679000,Any Body Can Dance 2,2015,Shawn Wilson,Dancer (uncredited)
tt3696192,Singh Is Bliing,2015,Akshay Kumar,Raftaar Singh
tt3696192,Singh Is Bliing,2015,Amy Jackson,Sara Rana
tt3696192,Singh Is Bliing,2015,Lara Dutta,Emily
tt3696192,Singh Is Bliing,2015,Kay Kay Menon,Mark
tt3696192,Singh Is Bliing,2015,Rati Agnihotri,Raftaar's mother
tt3696192,Singh Is Bliing,2015,Yograj Singh,Raftaar's father
tt3696192,Singh Is Bliing,2015,Pradeep Singh Rawat,Kirpal Singh
tt3696192,Singh Is Bliing,2015,Anil Charanjeett,Pompy (as Anil Mange)
tt3696192,Singh Is Bliing,2015,Arfi Lamba,Pappi
tt3696192,Singh Is Bliing,2015,Kunal Kapoor,Mr. Rana- Sara's Father
tt3696192,Singh Is Bliing,2015,Murli Sharma,Boxer
tt3696192,Singh Is Bliing,2015,Boiangiu Alma,Singer
tt3696192,Singh Is Bliing,2015,George Burcea,Right Hand
tt3696192,Singh Is Bliing,2015,Ahran Chaudhary,Boxer (as Aaran Chaudhary)
tt3696192,Singh Is Bliing,2015,Durgesh Raje,Journalist at Mayor's office
tt3696192,Singh Is Bliing,2015,Kuldeep Sharma,Chacha of Akshay Kumar
tt3696192,Singh Is Bliing,2015,Mahru Sheikh,Sara's Mother
tt3696192,Singh Is Bliing,2015,Harkirat Pal Singh,Tung Tung Song
tt3696192,Singh Is Bliing,2015,Yuri Suri,Mark's Father
tt3696192,Singh Is Bliing,2015,Prabhu Deva,Man in Gents Urinal (uncredited)
tt3696192,Singh Is Bliing,2015,Sunny Leone,Woman at Airport (uncredited)
tt3735246,Bajirao Mastani,2015,Ranveer Singh,Peshwa Bajirao Ballal
tt3735246,Bajirao Mastani,2015,Deepika Padukone,Mastani
tt3735246,Bajirao Mastani,2015,Priyanka Chopra,Kashibai
tt3735246,Bajirao Mastani,2015,Tanvi Azmi,Radha Maa
tt3735246,Bajirao Mastani,2015,Mahesh Manjrekar,Chattrapati Shahu Maharaj
tt3735246,Bajirao Mastani,2015,Raza Murad,Nizam of Deccan
tt3735246,Bajirao Mastani,2015,Aditya Pancholi,Panth Pratinidhi
tt3735246,Bajirao Mastani,2015,Milind Soman,Ambaji Panth
tt3735246,Bajirao Mastani,2015,Vaibhav Tatwawaadi,Chimaji (as Vaibhav Tatwawadi)
tt3735246,Bajirao Mastani,2015,Yatin Karyekar,Krishnaji Bhatt
tt3735246,Bajirao Mastani,2015,Benjamin Gilani,Raja Chhatrasaal
tt3735246,Bajirao Mastani,2015,Zila Khan,Ruhani Begum
tt3735246,Bajirao Mastani,2015,Ganesh Yadav,Malhar Rao
tt3735246,Bajirao Mastani,2015,Sukhada Khandkekar,Anutai (as Sukhda Abhijeet Khandkekar)
tt3735246,Bajirao Mastani,2015,Anuja Sathe,Bhiutai (as Anuja Anil Sathe)
tt3735246,Bajirao Mastani,2015,Swarali Marathe,Jhumri (as Swarangi Mukund Marathe)
tt3735246,Bajirao Mastani,2015,Snehalata Vasaikar,Bhanumati
tt3735246,Bajirao Mastani,2015,Amol Bavdekar,Shiva Bhatt (as Amol Bawdekar)
tt3735246,Bajirao Mastani,2015,Ayush Tandon,Nana Saheb
tt3735246,Bajirao Mastani,2015,Sachin Rawal,Tukoji
tt3735246,Bajirao Mastani,2015,Shabbir Ali,Bangash (as Shabir Ali)
tt3735246,Bajirao Mastani,2015,Karrtik Ahuja,Nasir Jung
tt3735246,Bajirao Mastani,2015,Tejashree Manohar Dharne,Shalu Bai
tt3735246,Bajirao Mastani,2015,Mrunmayi Arun Supal,Gopika Bai
tt3735246,Bajirao Mastani,2015,Vivek Ghamande,Veer Singh
tt3735246,Bajirao Mastani,2015,Rudra Soni,Young Nana Saheb
tt3735246,Bajirao Mastani,2015,Jason D'Souza,Shamsher Bahadur
tt3735246,Bajirao Mastani,2015,Naeem Khan,Gundoji
tt3735246,Bajirao Mastani,2015,Rajeev Mishra,Ghorpade
tt3735246,Bajirao Mastani,2015,Vijay Andalkar,Ranoji
tt3735246,Bajirao Mastani,2015,Yashwant Wasnik,Navik (as Yashwant Wasnaik)
tt3735246,Bajirao Mastani,2015,Altamash,Messenger
tt3735246,Bajirao Mastani,2015,Tanvir,Mughal Soldier
tt3735246,Bajirao Mastani,2015,Musheer Khan,Bundelkhandi Soldier 1
tt3735246,Bajirao Mastani,2015,Saba Shaikh,Lady 1
tt3735246,Bajirao Mastani,2015,Ranjeet Kaur Saini,Lady 2
tt3735246,Bajirao Mastani,2015,Preeti Shaikh,Lady 3
tt3735246,Bajirao Mastani,2015,Shifa,Baby Raghunath
tt3735246,Bajirao Mastani,2015,Munna,Shaniwaar Vada Guard
tt3735246,Bajirao Mastani,2015,Varad,Raghunath
tt3735246,Bajirao Mastani,2015,Anil Karndikar,Vaidya
tt3735246,Bajirao Mastani,2015,Vikramjeet S. Sandhu,Qasid 1 (as Vikramjeet Sandhu - Gulu)
tt3735246,Bajirao Mastani,2015,Arvinder Gill,Qasid 2
tt3735246,Bajirao Mastani,2015,Yash Gawli,(credit only)
tt3735246,Bajirao Mastani,2015,Irrfan Khan,Narrator (voice) (uncredited)
tt3767372,Piku,2015,Deepika Padukone,Piku Banerjee
tt3767372,Piku,2015,Amitabh Bachchan,Bhaskor Banerjee
tt3767372,Piku,2015,Irrfan Khan,Rana (as Irrfan)
tt3767372,Piku,2015,Moushumi Chatterjee,Chhobi Maashi
tt3767372,Piku,2015,Raghuvir Yadav,Dr. Srivastava (as Rhagubir Yadav)
tt3767372,Piku,2015,Jishu Sengupta,Syed (as Jisshu Sengupta)
tt3767372,Piku,2015,Balendar Singh,Budhan
tt3767372,Piku,2015,Swaroopa Ghosh,Moni Kaki
tt3767372,Piku,2015,Sajal Bhattacharya,Binod Kaka
tt3767372,Piku,2015,Rupsa Banerjee,Eisha
tt3767372,Piku,2015,Nutan Mathur,Sansaari (Rana's Mother)
tt3767372,Piku,2015,Prerna Chawla,Ritu
tt3767372,Piku,2015,Aniruddha Roy Chowdhury,Nobendu
tt3767372,Piku,2015,Bishwadeep Chatterjee,Tapo Mesho
tt3767372,Piku,2015,Avijit Dutt,Bodo Mesho (as Avijit Dutta)
tt3767372,Piku,2015,Akshay Oberoi,Aniket
tt3767372,Piku,2015,Sumanto Chattopadhyay,Saurob
tt3767372,Piku,2015,Kumar Thakur,BMW Owner
tt3767372,Piku,2015,Manish Jain,Driver - Nannu
tt3767372,Piku,2015,Raj Tilak,Driver - Dhani Ram
tt3767372,Piku,2015,Gajendra Rathi,Delhi Traffic Police Cop
tt3767372,Piku,2015,Jolly Guha,Lokhi Di
tt3767372,Piku,2015,Sudha Banik,Sudha - Kolkata Help
